stage,id,label,fee_mult,start_date,total_return,cagr,max_drawdown,sharpe,avg_exposure,trades,yearly
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d+港股,2.0,2022-01-04,3.3525256468648523,0.3853697493822279,-0.21996982953329647,1.2941255548017634,0.7575124897174677,70,"{""2022"": -0.11131641736135955, ""2023"": 0.6932944257799591, ""2024"": 0.14024406697967984, ""2025"": 0.508089335237573, ""2026"": 0.7086551051432237}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d+港股,1.0,2023-01-03,4.026115457199242,0.5829763293169494,-0.21667283767710876,1.6147154713027898,0.935309301828376,58,"{""2023"": 0.7003314374300087, ""2024"": 0.14505377174641532, ""2025"": 0.5226321640149394, ""2026"": 0.7222293062498057}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d+港股,2.0,2023-01-03,3.897722577412223,0.571366718305724,-0.21996982953329647,1.5903656997295965,0.935324502069556,58,"{""2023"": 0.6932944257799591, ""2024"": 0.14024406697967962, ""2025"": 0.5080893352375726, ""2026"": 0.7086551051432235}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr40_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,1.0,2021-07-10,3.5653451233363063,0.3553686057876031,-0.23799896275104004,1.2125474730145351,0.7909936804722254,89,"{""2021"": -0.030271746948599354, ""2022"": 0.0015211421760998878, ""2023"": 0.6094137625011704, ""2024"": 0.1446687072581585, ""2025"": 0.5384091533500626, ""2026"": 0.6729481827334218}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr40_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,2.0,2021-07-10,3.3849392264479343,0.34446993470291387,-0.24435816987399106,1.183537434961804,0.791018896729904,89,"{""2021"": -0.040436273644415044, ""2022"": -0.003737160282327512, ""2023"": 0.6027757580891651, ""2024"": 0.1398990643335667, ""2025"": 0.5208840810614499, ""2026"": 0.665034470978896}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr40_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,1.0,2022-01-04,3.5791946820311544,0.40104536456094175,-0.217093415619928,1.3413066965686202,0.7684796119450577,72,"{""2022"": -0.01899126956835462, ""2023"": 0.60941376250117, ""2024"": 0.14466870725815872, ""2025"": 0.538409153350063, ""2026"": 0.6729481827334212}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr40_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,2.0,2022-01-04,3.430920262468856,0.390861628196711,-0.22041200276467532,1.3144963128704927,0.7684914467165527,72,"{""2022"": -0.027195263502700517, ""2023"": 0.6027757580891644, ""2024"": 0.1398990643335667, ""2025"": 0.5208840810614499, ""2026"": 0.6650344709788962}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr40_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,1.0,2023-01-03,3.667842945715992,0.5500244732083452,-0.2170934156199279,1.5642074763562903,0.9247335086438871,56,"{""2023"": 0.6094137625011702, ""2024"": 0.14466870725815872, ""2025"": 0.5384091533500632, ""2026"": 0.6729481827334216}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr40_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,2.0,2023-01-03,3.5547889481119492,0.5392515649893785,-0.2204120027646751,1.5408628204917905,0.9247487088850671,56,"{""2023"": 0.6027757580891648, ""2024"": 0.1398990643335667, ""2025"": 0.5208840810614497, ""2026"": 0.6650344709788962}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,1.0,2021-07-10,3.5653451233363063,0.3553686057876031,-0.23799896275104004,1.2125474730145351,0.7909936804722254,89,"{""2021"": -0.030271746948599354, ""2022"": 0.0015211421760998878, ""2023"": 0.6094137625011704, ""2024"": 0.1446687072581585, ""2025"": 0.5384091533500626, ""2026"": 0.6729481827334218}"
