id,label,selected_by_train,offensive_scheme,offensive_top_n,fast_crash_5d,defensive_pool,defensive_filter,defensive_top_n,fee_mult,full_return,full_cagr,full_max_drawdown,full_sharpe,train_return,train_cagr,train_max_drawdown,oos_return,oos_cagr,oos_max_drawdown,oos_sharpe,trades
top3_45_45_10_fastoff_overseas_ma120_ret6_deftop2,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_45_10,3,0.0,overseas,ma120_ret6,2,1.0,3.017559241916329,0.3211175496734686,-0.22825988807921693,1.1795084490149454,0.3828534317024257,0.1405955029008299,-0.22825988807921693,1.9052675792042013,0.5243822072162059,-0.1992762760954382,1.482254336736011,183
top3_45_45_10_fastoff_overseas_ma200_ret12_deftop1,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_45_10,3,0.0,overseas,ma200_ret12,1,1.0,3.76026612485472,0.3667636669888017,-0.1992762760954383,1.304206940206021,0.5686729524679526,0.20047624057451152,-0.1544995628429684,2.0345816298837285,0.5508504081980576,-0.1992762760954383,1.5351836109569108,178
top3_45_45_10_fastoff_overseas_ma200_ret12_deftop2,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_45_10,3,0.0,overseas,ma200_ret12,2,1.0,3.9045398972682,0.3749598994973844,-0.1992762760954384,1.3348312818223316,0.5969440430530104,0.20921001667048778,-0.12932804270232467,2.071203351553749,0.5582218206235718,-0.1992762760954384,1.5475902149879537,179
top3_45_45_10_fastoff_overseas_gold_ma120_ret6_deftop1,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_45_10,3,0.0,overseas_gold,ma120_ret6,1,1.0,2.3756511391210413,0.2758565950586782,-0.1992762760954383,1.0427924740189543,0.3316841941873798,0.12327520379746337,-0.17800377457677174,1.534873623833112,0.4443777264137081,-0.1992762760954383,1.3162966481150373,194
top3_45_45_10_fastoff_overseas_gold_ma120_ret6_deftop2,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_45_10,3,0.0,overseas_gold,ma120_ret6,2,1.0,2.509180698225612,0.2858066110332309,-0.1992762760954384,1.0785185960174364,0.319411526368065,0.11906246153745448,-0.19514607261471384,1.6596559360712195,0.4720758679664363,-0.1992762760954384,1.3760952475290171,207
top3_45_45_10_fastoff_overseas_gold_ma200_ret12_deftop1,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_45_10,3,0.0,overseas_gold,ma200_ret12,1,1.0,2.6955395013187733,0.29919883318637064,-0.1992762760954382,1.1101177800775504,0.45787918836386043,0.16531585883250988,-0.1544995628429684,1.534873623833111,0.4443777264137079,-0.1992762760954382,1.3162966481150349,196
top3_45_45_10_fastoff_overseas_gold_ma200_ret12_deftop2,进攻top3_45_45_10｜无紧急闸门｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_45_10,3,0.0,overseas_gold,ma200_ret12,2,1.0,3.1960973871263203,0.33267046964439295,-0.1992762760954384,1.2135908489411054,0.5188739711382764,0.18486145804985354,-0.12932804270232467,1.762636971112011,0.4943484139030603,-0.1992762760954384,1.4227819170551033,208
top3_45_45_10_fastm5_overseas_ma120_ret6_deftop1,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_45_10,3,-0.05,overseas,ma120_ret6,1,1.0,1.409773401714991,0.19258537410601062,-0.30928482392382084,0.8531095529839375,0.35321370867384494,0.13061009645013089,-0.24479479295240603,0.7807781478038518,0.25621538556388623,-0.30928482392382084,0.9488736356449309,247
top3_45_45_10_fastm5_overseas_ma120_ret6_deftop2,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_45_10,3,-0.05,overseas,ma120_ret6,2,1.0,1.4633557600519689,0.19784885307926636,-0.29864049392248104,0.8773019364847612,0.3513612966878499,0.12998173652621703,-0.22825988807921693,0.8228698469384816,0.2678698691143151,-0.29864049392248104,0.9808326966800383,268
top3_45_45_10_fastm5_overseas_ma200_ret12_deftop1,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_45_10,3,-0.05,overseas,ma200_ret12,1,1.0,1.8196466821617188,0.23069378154887987,-0.3092848239238214,0.9854436445224138,0.5169838583972495,0.18426285091199324,-0.1544995628429684,0.8587189748615927,0.2776682145615865,-0.3092848239238214,1.0037455262500956,247
top3_45_45_10_fastm5_overseas_ma200_ret12_deftop2,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_45_10,3,-0.05,overseas,ma200_ret12,2,1.0,1.9252132909275654,0.23978538823737572,-0.29864049392248093,1.0247250617235855,0.5443235345946233,0.19287871485596475,-0.12932804270232467,0.8941712830242003,0.2872463441210735,-0.29864049392248093,1.029613081398762,263
top3_45_45_10_fastm5_overseas_gold_ma120_ret6_deftop1,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_45_10,3,-0.05,overseas_gold,ma120_ret6,1,1.0,0.9247310927771388,0.140103212795345,-0.36044037517386174,0.6620815611803837,0.29185229250440803,0.10951680816149834,-0.17800377457677174,0.4899002803531205,0.17070559149004416,-0.36044037517386174,0.6962062080622544,265
top3_45_45_10_fastm5_overseas_gold_ma120_ret6_deftop2,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_45_10,3,-0.05,overseas_gold,ma120_ret6,2,1.0,1.1804353330690174,0.16893985019537405,-0.31164542782042703,0.7753892213664475,0.290407411327011,0.10901302315128159,-0.19514607261471384,0.6897262941373934,0.23042184439975877,-0.31164542782042703,0.8766847417011171,297
top3_45_45_10_fastm5_overseas_gold_ma200_ret12_deftop1,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_45_10,3,-0.05,overseas_gold,ma200_ret12,1,1.0,1.2262929865468646,0.17382192151885545,-0.36044037517386196,0.778974044228678,0.41427267808910617,0.15104252975653676,-0.1544995628429684,0.5741610659939491,0.19644296426233843,-0.36044037517386196,0.7689416381281147,269
top3_45_45_10_fastm5_overseas_gold_ma200_ret12_deftop2,进攻top3_45_45_10｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_45_10,3,-0.05,overseas_gold,ma200_ret12,2,1.0,1.7212855972060543,0.2219743446031337,-0.31164542782042726,0.9581368916776457,0.47176776812932686,0.16980851310267475,-0.12932804270232467,0.8489911629637823,0.27502077296127325,-0.31164542782042726,0.9969711831792367,301
top3_45_45_10_fastm7_overseas_ma120_ret6_deftop1,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_45_10,3,-0.07,overseas,ma120_ret6,1,1.0,1.9768116888845362,0.2441339804142324,-0.24479479295240603,0.9873029411012222,0.3724797140858689,0.13711526998428814,-0.24479479295240603,1.1689294627332414,0.3580482420468851,-0.2443778247834466,1.184924856692218,213
top3_45_45_10_fastm7_overseas_ma120_ret6_deftop2,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_45_10,3,-0.07,overseas,ma120_ret6,2,1.0,2.06294178959438,0.2512603538987268,-0.23489576320268502,1.0158702805700968,0.3828534317024257,0.1405955029008299,-0.22825988807921693,1.214943188753998,0.36936474097262106,-0.23489576320268502,1.2120450662554667,225
top3_45_45_10_fastm7_overseas_ma200_ret12_deftop1,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_45_10,3,-0.07,overseas,ma200_ret12,1,1.0,2.5959005429988813,0.2921075313222832,-0.24437782478344672,1.1394496031365355,0.5686729524679526,0.20047624057451152,-0.1544995628429684,1.2923201023779645,0.38807842531527714,-0.24437782478344672,1.2555409989571613,213
top3_45_45_10_fastm7_overseas_ma200_ret12_deftop2,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_45_10,3,-0.07,overseas,ma200_ret12,2,1.0,2.7391658098084086,0.30225566198296216,-0.2348957632026849,1.1790652157298527,0.5969440430530104,0.20921001667048778,-0.12932804270232467,1.3414507390377532,0.3997631346345545,-0.2348957632026849,1.2827383547821305,221
top3_45_45_10_fastm7_overseas_gold_ma120_ret6_deftop1,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_45_10,3,-0.07,overseas_gold,ma120_ret6,1,1.0,1.832079941931652,0.23177856058897084,-0.2580872072051743,0.9449881137811836,0.3316841941873798,0.12327520379746337,-0.17800377457677174,1.1266903626950708,0.3475315482695218,-0.2580872072051743,1.1557657615673056,231
top3_45_45_10_fastm7_overseas_gold_ma120_ret6_deftop2,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_45_10,3,-0.07,overseas_gold,ma120_ret6,2,1.0,1.971349214239818,0.24367648207300618,-0.2264424840044731,0.98999885453141,0.319411526368065,0.11906246153745448,-0.19514607261471384,1.2520261153235719,0.3783817887842711,-0.2264424840044731,1.2332059696784428,251
top3_45_45_10_fastm7_overseas_gold_ma200_ret12_deftop1,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_45_10,3,-0.07,overseas_gold,ma200_ret12,1,1.0,2.2758029086365137,0.2682085802838805,-0.258087207205175,1.0560301270864723,0.45787918836386043,0.16531585883250988,-0.1544995628429684,1.2469645871773927,0.37715635063857644,-0.258087207205175,1.2245058837108118,235
top3_45_45_10_fastm7_overseas_gold_ma200_ret12_deftop2,进攻top3_45_45_10｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_45_10,3,-0.07,overseas_gold,ma200_ret12,2,1.0,2.7539241073363647,0.3032832968193855,-0.22644248400447342,1.172445680869879,0.5188739711382764,0.18486145804985354,-0.12932804270232467,1.471517834045898,0.42999825586674145,-0.22644248400447342,1.3515481099341622,254
top3_45_45_10_fastm9_overseas_ma120_ret6_deftop1,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_45_10,3,-0.09,overseas,ma120_ret6,1,1.0,2.076857379872854,0.2523966418498178,-0.25068439405275567,1.005461513499125,0.3724797140858689,0.13711526998428814,-0.24479479295240603,1.2418235754560314,0.37590995887899314,-0.25068439405275567,1.2152644349353308,194
top3_45_45_10_fastm9_overseas_ma120_ret6_deftop2,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_45_10,3,-0.09,overseas,ma120_ret6,2,1.0,2.154258272488127,0.2586429088377016,-0.24406719323159887,1.0304807062672168,0.3828534317024257,0.1405955029008299,-0.22825988807921693,1.280978012691433,0.3853594766008017,-0.24406719323159887,1.2364166069737854,202
top3_45_45_10_fastm9_overseas_ma200_ret12_deftop1,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_45_10,3,-0.09,overseas,ma200_ret12,1,1.0,2.716752780946254,0.3006887992867926,-0.25068439405275555,1.156072075353603,0.5686729524679526,0.20047624057451152,-0.1544995628429684,1.369361169323907,0.406335113852623,-0.25068439405275555,1.2848203547593973,194
top3_45_45_10_fastm9_overseas_ma200_ret12_deftop2,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_45_10,3,-0.09,overseas,ma200_ret12,2,1.0,2.850642780042788,0.30993909408342324,-0.2440671932315991,1.1918813064257416,0.5969440430530104,0.20921001667048778,-0.12932804270232467,1.411257173846364,0.4161129358311668,-0.2440671932315991,1.3060153032167774,198
top3_45_45_10_fastm9_overseas_gold_ma120_ret6_deftop1,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_45_10,3,-0.09,overseas_gold,ma120_ret6,1,1.0,1.8450204041820202,0.2329035546914635,-0.26982911614986516,0.9430302345709225,0.3316841941873798,0.12327520379746337,-0.17800377457677174,1.1364077283489182,0.3499620869451685,-0.26982911614986516,1.1518948644294822,212
top3_45_45_10_fastm9_overseas_gold_ma120_ret6_deftop2,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_45_10,3,-0.09,overseas_gold,ma120_ret6,2,1.0,1.9739665352218867,0.24389577427290265,-0.24148047334606781,0.9842844200323401,0.319411526368065,0.11906246153745448,-0.19514607261471384,1.2540098186108044,0.3788616055779239,-0.24148047334606781,1.2228386351822091,228
top3_45_45_10_fastm9_overseas_gold_ma200_ret12_deftop1,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_45_10,3,-0.09,overseas_gold,ma200_ret12,1,1.0,2.114624365019601,0.25545995207463745,-0.26982911614986527,1.0131120027212068,0.45787918836386043,0.16531585883250988,-0.1544995628429684,1.1364077283489191,0.3499620869451687,-0.26982911614986527,1.1518948644294822,214
top3_45_45_10_fastm9_overseas_gold_ma200_ret12_deftop2,进攻top3_45_45_10｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_45_10,3,-0.09,overseas_gold,ma200_ret12,2,1.0,2.5561158803123507,0.2892321064960699,-0.2414804733460676,1.124992870273598,0.5188739711382764,0.18486145804985354,-0.12932804270232467,1.3412843645265196,0.39972381731495,-0.2414804733460676,1.2722735388274449,229
top3_45_40_15_fastoff_overseas_ma120_ret6_deftop1,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_40_15,3,0.0,overseas,ma120_ret6,1,1.0,2.719244110966431,0.30086333728942316,-0.24631879544645408,1.1292473642330418,0.3330812404437007,0.12375329211105113,-0.24631879544645408,1.7899605801432803,0.5001733417348635,-0.19603948869101606,1.4477885295391257,184
top3_45_40_15_fastoff_overseas_ma120_ret6_deftop2,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_40_15,3,0.0,overseas,ma120_ret6,2,1.0,2.788985825146373,0.305711784594185,-0.22900294079496364,1.149271077084693,0.3431572656976478,0.12719266235127158,-0.22900294079496364,1.8209547175984193,0.5067391562963974,-0.19603948869101595,1.459421715892254,189
top3_45_40_15_fastoff_overseas_ma200_ret12_deftop1,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_40_15,3,0.0,overseas,ma200_ret12,1,1.0,3.4928935971087967,0.35103379219008946,-0.19603948869101606,1.2764883733559407,0.523642545579823,0.18636972262745677,-0.1553925695338524,1.9487845493307772,0.5333674329329139,-0.19603948869101606,1.513915046004745,184
top3_45_40_15_fastoff_overseas_ma200_ret12_deftop2,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_40_15,3,0.0,overseas,ma200_ret12,2,1.0,3.62566431028265,0.35893576249507264,-0.19603948869101606,1.3069969112730535,0.551102227240976,0.19500091468885938,-0.12932804270232467,1.9821788848247306,0.5402083387184575,-0.19603948869101606,1.52559187335574,185
top3_45_40_15_fastoff_overseas_gold_ma120_ret6_deftop1,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_40_15,3,0.0,overseas_gold,ma120_ret6,1,1.0,2.1861207183404456,0.2611786363170505,-0.19603948869101595,1.011134041609451,0.29345429643522203,0.11007498575177821,-0.17966414828644317,1.4632650161056628,0.4281088236838073,-0.19603948869101595,1.2924187324011513,200
top3_45_40_15_fastoff_overseas_gold_ma120_ret6_deftop2,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_40_15,3,0.0,overseas_gold,ma120_ret6,2,1.0,2.309380719841157,0.2708010748157532,-0.19603948869101595,1.0466701891680785,0.28153378589944356,0.10591169171656478,-0.1959225638559896,1.5823593230657362,0.45501335641846574,-0.19603948869101595,1.3519318393925703,213
top3_45_40_15_fastoff_overseas_gold_ma200_ret12_deftop1,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_40_15,3,0.0,overseas_gold,ma200_ret12,1,1.0,2.4880465922853503,0.284252193746209,-0.19603948869101595,1.07947599544375,0.41602570956812013,0.1516213394542132,-0.1553925695338524,1.4632650161056646,0.42810882368380754,-0.19603948869101595,1.2924187324011545,202
top3_45_40_15_fastoff_overseas_gold_ma200_ret12_deftop2,进攻top3_45_40_15｜无紧急闸门｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_40_15,3,0.0,overseas_gold,ma200_ret12,2,1.0,2.9571846816928686,0.31711787988431017,-0.19603948869101606,1.183822383098489,0.47526923488857453,0.1709371819498786,-0.12932804270232467,1.6823474577450606,0.47702774611429044,-0.19603948869101606,1.399183343624372,214
top3_45_40_15_fastm5_overseas_ma120_ret6_deftop1,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_40_15,3,-0.05,overseas,ma120_ret6,1,1.0,1.2909288667905274,0.18056835973342933,-0.3047980227233733,0.8197180551790356,0.3200546182171642,0.11928378726465794,-0.24631879544645408,0.7354803620812327,0.2434855511337164,-0.3047980227233733,0.9208946816749152,252
top3_45_40_15_fastm5_overseas_ma120_ret6_deftop2,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_40_15,3,-0.05,overseas,ma120_ret6,2,1.0,1.3401577984928918,0.18560528153946088,-0.29401454423369655,0.8434789839049359,0.3182474363104575,0.11866166660589816,-0.22900294079496364,0.7752037546475958,0.2546594855753561,-0.29401454423369655,0.9522749977250847,273
top3_45_40_15_fastm5_overseas_ma200_ret12_deftop1,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_40_15,3,-0.05,overseas,ma200_ret12,1,1.0,1.6805707414150608,0.21829118751907295,-0.30479802272337353,0.9539746383744916,0.47981157266362473,0.17239899778911294,-0.1553925695338524,0.8114270701303536,0.26471780549372115,-0.30479802272337353,0.976578042264914,252
top3_45_40_15_fastm5_overseas_ma200_ret12_deftop2,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_40_15,3,-0.05,overseas,ma200_ret12,2,1.0,1.7788991085114927,0.22711160684570397,-0.29401454423369644,0.9930552343605439,0.506481315394109,0.18092854867827657,-0.12932804270232467,0.844628990824561,0.27383086450992633,-0.29401454423369644,1.0017697490635684,268
top3_45_40_15_fastm5_overseas_gold_ma120_ret6_deftop1,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_40_15,3,-0.05,overseas_gold,ma120_ret6,1,1.0,0.8298376982226117,0.12861873193663076,-0.3590511758187498,0.6262093678671156,0.26019436148118746,0.09840094645951303,-0.17966414828644317,0.45202815863410595,0.158850655067438,-0.3590511758187498,0.665429553203686,270
top3_45_40_15_fastm5_overseas_gold_ma120_ret6_deftop2,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_40_15,3,-0.05,overseas_gold,ma120_ret6,2,1.0,1.0712089660414486,0.15697186835776966,-0.3101525352820341,0.7399428070146422,0.2587850280481232,0.09790225814835707,-0.1959225638559896,0.645403241928507,0.21756112764887559,-0.3101525352820341,0.8466697783208738,302
top3_45_40_15_fastm5_overseas_gold_ma200_ret12_deftop1,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_40_15,3,-0.05,overseas_gold,ma200_ret12,1,1.0,1.1165303353157974,0.16199760913320516,-0.35905117581874924,0.7448730254004646,0.3796139684472495,0.1395103803395954,-0.1553925695338524,0.5341467857838123,0.18432730721882895,-0.35905117581874924,0.7391594262843382,274
top3_45_40_15_fastm5_overseas_gold_ma200_ret12_deftop2,进攻top3_45_40_15｜2/4指数5日<= -5%｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_40_15,3,-0.05,overseas_gold,ma200_ret12,2,1.0,1.5849636792719979,0.2094631642750855,-0.3101525352820338,0.9255227968205058,0.43570003934827617,0.15808834235016112,-0.12932804270232467,0.8004900803968915,0.2616937935346284,-0.3101525352820338,0.9686006911770868,306
top3_45_40_15_fastm7_overseas_ma120_ret6_deftop1,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_40_15,3,-0.07,overseas,ma120_ret6,1,1.0,1.8137973284313684,0.2301821124899479,-0.24631879544645408,0.9541601911964726,0.3330812404437007,0.12375329211105113,-0.24631879544645408,1.1107470745705101,0.3435291705256478,-0.24097716842845796,1.1591465465653812,217
top3_45_40_15_fastm7_overseas_ma120_ret6_deftop2,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_40_15,3,-0.07,overseas,ma120_ret6,2,1.0,1.8930845699698349,0.237046567193693,-0.23137620465258857,0.982474210926954,0.3431572656976478,0.12719266235127158,-0.22900294079496364,1.1539432826335054,0.3543312753167973,-0.23137620465258857,1.1856549978437025,229
top3_45_40_15_fastm7_overseas_ma200_ret12_deftop1,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_40_15,3,-0.07,overseas,ma200_ret12,1,1.0,2.3991025009745814,0.2776266005785837,-0.2409771684284585,1.1086912129101216,0.523642545579823,0.18636972262745677,-0.1553925695338524,1.230905477689356,0.3732572198931787,-0.2409771684284585,1.2307039637009733,217
top3_45_40_15_fastm7_overseas_ma200_ret12_deftop2,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_40_15,3,-0.07,overseas,ma200_ret12,2,1.0,2.5319313969357355,0.28747158352256186,-0.23137620465258857,1.1482650270264056,0.551102227240976,0.19500091468885938,-0.12932804270232467,1.2770461771679358,0.38441502115967063,-0.23137620465258857,1.2572921264880452,225
top3_45_40_15_fastm7_overseas_gold_ma120_ret6_deftop1,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_40_15,3,-0.07,overseas_gold,ma120_ret6,1,1.0,1.677144799379747,0.21797923298748434,-0.25934077076683826,0.9112806966255921,0.29345429643522203,0.11007498575177821,-0.17966414828644317,1.0697637378900784,0.3331561491551722,-0.25934077076683826,1.129703075186998,235
top3_45_40_15_fastm7_overseas_gold_ma120_ret6_deftop2,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_40_15,3,-0.07,overseas_gold,ma120_ret6,2,1.0,1.8064440399790098,0.22953767930015467,-0.22775207155299448,0.9561724805074611,0.28153378589944356,0.10591169171656478,-0.1959225638559896,1.189910301903831,0.36322604300582806,-0.22775207155299448,1.2069901257857765,255
top3_45_40_15_fastm7_overseas_gold_ma200_ret12_deftop1,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_40_15,3,-0.07,overseas_gold,ma200_ret12,1,1.0,2.0965905803689595,0.25400094527654615,-0.2593407707668377,1.0241204003320483,0.41602570956812013,0.1516213394542132,-0.1553925695338524,1.1868180495913467,0.362464805388824,-0.2593407707668377,1.199350858379667,239
top3_45_40_15_fastm7_overseas_gold_ma200_ret12_deftop2,进攻top3_45_40_15｜2/4指数5日<= -7%｜弱市纳指+标普+黄金 Top2｜MA200+12月正,False,top3_45_40_15,3,-0.07,overseas_gold,ma200_ret12,2,1.0,2.545584577836305,0.2884666551424506,-0.22775207155299393,1.1415804601561503,0.47526923488857453,0.1709371819498786,-0.12932804270232467,1.4033474663383045,0.4142748562125036,-0.22775207155299393,1.3268451178242353,258
top3_45_40_15_fastm9_overseas_ma120_ret6_deftop1,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普 Top1｜MA120+6月正,False,top3_45_40_15,3,-0.09,overseas,ma120_ret6,1,1.0,1.9004851685313224,0.2376795812772241,-0.25201055818394436,0.9710057250630602,0.3330812404437007,0.12375329211105113,-0.24631879544645408,1.17577524950087,0.35974101002956016,-0.25201055818394436,1.1870398061349399,196
top3_45_40_15_fastm9_overseas_ma120_ret6_deftop2,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普 Top2｜MA120+6月正,False,top3_45_40_15,3,-0.09,overseas,ma120_ret6,2,1.0,1.9712655190244486,0.2436694671220465,-0.24533023429204026,0.9957271509871451,0.3431572656976478,0.12719266235127158,-0.22900294079496364,1.212150129330646,0.3686818983171072,-0.24533023429204026,1.207535284753564,204
top3_45_40_15_fastm9_overseas_ma200_ret12_deftop1,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普 Top1｜MA200+12月正,False,top3_45_40_15,3,-0.09,overseas,ma200_ret12,1,1.0,2.5038225002120926,0.28541322457707774,-0.2520105581839447,1.123994104705239,0.523642545579823,0.18636972262745677,-0.1553925695338524,1.2996355085888673,0.3898277761080373,-0.2520105581839447,1.2575488105982853,196
top3_45_40_15_fastm9_overseas_ma200_ret12_deftop2,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普 Top2｜MA200+12月正,False,top3_45_40_15,3,-0.09,overseas,ma200_ret12,2,1.0,2.6273761521545906,0.294364448904026,-0.24533023429203982,1.159708089598344,0.551102227240976,0.19500091468885938,-0.12932804270232467,1.3385796812417632,0.39908441439212083,-0.24533023429203982,1.2780878440191432,200
top3_45_40_15_fastm9_overseas_gold_ma120_ret6_deftop1,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top1｜MA120+6月正,False,top3_45_40_15,3,-0.09,overseas_gold,ma120_ret6,1,1.0,1.6820918644459368,0.2184295935570919,-0.27016285366341775,0.9076351004768403,0.29345429643522203,0.11007498575177821,-0.17966414828644317,1.0735884304824834,0.33412941741158386,-0.27016285366341775,1.1229014113254772,214
top3_45_40_15_fastm9_overseas_gold_ma120_ret6_deftop2,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top2｜MA120+6月正,False,top3_45_40_15,3,-0.09,overseas_gold,ma120_ret6,2,1.0,1.8013067775727576,0.22908665418599838,-0.2418296875773137,0.9487193433062151,0.28153378589944356,0.10591169171656478,-0.1959225638559896,1.1859016191341865,0.3622390773815094,-0.2418296875773137,1.193654156861474,230
top3_45_40_15_fastm9_overseas_gold_ma200_ret12_deftop1,进攻top3_45_40_15｜2/4指数5日<= -9%｜弱市纳指+标普+黄金 Top1｜MA200+12月正,False,top3_45_40_15,3,-0.09,overseas_gold,ma200_ret12,1,1.0,1.9362545286262023,0.2407210472740875,-0.27016285366341763,0.9788188636825791,0.41602570956812013,0.1516213394542132,-0.1553925695338524,1.073588430482483,0.33412941741158386,-0.27016285366341763,1.1229014113254825,216
