id,base_id,strategy,schedule,schedule_rule,total_return,cagr,max_drawdown,max_dd_start,max_dd_end,volatility,sharpe,avg_exposure,trades,trade_days,cash_rebalance_periods,start,end,yearly
lowvol_rs_top3_month_start,lowvol_rs_top3,低波RS Top3｜月初,月初,每月第一个交易日开盘调仓,2.1806849893845763,0.4944213763353482,-0.23682493824185968,2023-08-28,2023-12-26,0.323038294940904,1.4610818207713807,0.9985341074831907,93,31,0,2023-08-22,2026-07-09,"{'2023': -0.16683826674170033, '2024': 0.2946071284195164, '2025': 0.6257789371719606, '2026': 0.8168248945186918}"
lowvol_rs_top3_mid_month,lowvol_rs_top3,低波RS Top3｜月中,月中,每月首个15号或之后的交易日开盘调仓,0.9288193648902154,0.25618046559685737,-0.2894899754607748,2023-08-28,2025-04-08,0.2977161673428615,0.9487029291823685,0.9509405266044888,97,32,2,2023-08-22,2026-07-09,"{'2023': -0.14968259395197026, '2024': 0.013123845213840912, '2025': 0.3676260214645488, '2026': 0.6113274804170998}"
rs612_top2_month_start,rs612_top2,RS612 Top2｜月初,月初,每月第一个交易日开盘调仓,1.8945695796688842,0.4463054808868523,-0.21123610111545,2025-02-26,2025-04-08,0.3245561823034144,1.3503154091280738,0.9696449756507988,52,22,1,2023-08-22,2026-07-09,"{'2023': -0.09256477330474899, '2024': 0.16259205196428006, '2025': 0.5271815781477365, '2026': 0.7831184343148208}"
rs612_top2_mid_month,rs612_top2,RS612 Top2｜月中,月中,每月首个15号或之后的交易日开盘调仓,0.7636589805268441,0.21773874252592185,-0.37054730670601366,2023-08-30,2025-04-08,0.304930510138802,0.8272586358544954,0.889367816091954,69,29,4,2023-08-22,2026-07-09,"{'2023': -0.19274614604880635, '2024': -0.028688654479172904, '2025': 0.30548270806155986, '2026': 0.7194591460628721}"
core_satellite_50_50_month_start,core_satellite_50_50,核心卫星50/50｜月初,月初,每月第一个交易日开盘调仓,0.7430687781333016,0.21278381741322683,-0.14215420712224536,2023-08-28,2023-12-26,0.19282293171158602,1.141568230780856,0.7051376837344828,88,32,0,2023-08-22,2026-07-09,"{'2023': -0.10552470209295439, '2024': 0.21791026079213904, '2025': 0.2955747029990514, '2026': 0.22032271712074825}"
core_satellite_50_50_mid_month,core_satellite_50_50,核心卫星50/50｜月中,月中,每月首个15号或之后的交易日开盘调仓,0.214984560074996,0.06994785841718887,-0.27017459433723434,2024-11-07,2025-04-07,0.18849894781028717,0.4689730025578036,0.7334761092517105,89,33,2,2023-08-22,2026-07-09,"{'2023': -0.07520907882331163, '2024': -0.028234555612147383, '2025': 0.10831903630280726, '2026': 0.20225970368893664}"
rs36_top3_market_month_start,rs36_top3_market,RS36 Top3+市场过滤｜月初,月初,每月第一个交易日开盘调仓,1.0224054213319533,0.2770154951196053,-0.17245148480683803,2024-11-07,2025-01-06,0.26332434417809314,1.101402679531378,0.4631957387725492,57,19,19,2023-08-22,2026-07-09,"{'2023': 0.0, '2024': -0.03700445061351121, '2025': 0.3348516575757978, '2026': 0.6144305637246841}"
rs36_top3_market_mid_month,rs36_top3_market,RS36 Top3+市场过滤｜月中,月中,每月首个15号或之后的交易日开盘调仓,0.9832237419850696,0.26837074062870037,-0.27286187203590606,2024-11-07,2025-04-08,0.270363305079438,1.053394593005836,0.5175421755791785,65,18,17,2023-08-22,2026-07-09,"{'2023': 0.0, '2024': 0.07894616587186243, '2025': 0.14967486692381948, '2026': 0.6113274804171}"
