stage,id,label,horizon,schedule,top_n,gate,factor,weighting,fee_mult,requested_start,actual_start,end,total_return,cagr,max_drawdown,sharpe,avg_exposure,trades,yearly
broad,m36_mid_month_top1_no_gate_base_equal,3月50%+6月50%｜月中 Top1｜无闸门｜纯动量｜equal,m36,mid_month,1,no_gate,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.9720808115861572,0.14575061333385286,-0.5097025601850104,0.561690132939689,1.0,59,"{""2021"": -0.24040941757041567, ""2022"": -0.245088581355412, ""2023"": -0.0022121661125403813, ""2024"": 0.29561750230650286, ""2025"": 0.6873369373593619, ""2026"": 0.5672163151299003}"
broad,m36_mid_month_top1_majority_below_ma100_base_equal,3月50%+6月50%｜月中 Top1｜2/3指数低于MA100空仓｜纯动量｜equal,m36,mid_month,1,majority_below_ma100,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.5899228109106962,0.09735465360410256,-0.3672131844907228,0.5041495390143487,0.3504132231404959,37,"{""2021"": -0.10929232610010575, ""2022"": -0.004948946463356307, ""2023"": -0.025158199328451536, ""2024"": 0.026695758911736922, ""2025"": 0.13982306408137957, ""2026"": 0.6025877007448872}"
broad,m36_mid_month_top1_majority_below_ma120_base_equal,3月50%+6月50%｜月中 Top1｜2/3指数低于MA120空仓｜纯动量｜equal,m36,mid_month,1,majority_below_ma120,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.8704245654612204,0.13366568517730548,-0.27926110761000467,0.628630035982412,0.35619834710743803,39,"{""2021"": -0.10726073479437126, ""2022"": 0.03759208346597509, ""2023"": 0.008951030925976378, ""2024"": 0.05661767538275253, ""2025"": 0.29790800502663006, ""2026"": 0.48729362155460776}"
broad,m36_mid_month_top1_majority_below_ma150_base_equal,3月50%+6月50%｜月中 Top1｜2/3指数低于MA150空仓｜纯动量｜equal,m36,mid_month,1,majority_below_ma150,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.5462559211702818,0.09124876293445894,-0.36972219642293713,0.46886583903857854,0.3396694214876033,35,"{""2021"": -0.10991335798905022, ""2022"": 0.04431625862611699, ""2023"": 0.026535556643153768, ""2024"": 0.086679163750355, ""2025"": 0.1351957128513599, ""2026"": 0.3387844167991576}"
broad,m36_mid_month_top1_majority_below_ma200_base_equal,3月50%+6月50%｜月中 Top1｜2/3指数低于MA200空仓｜纯动量｜equal,m36,mid_month,1,majority_below_ma200,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.9281781045877708,0.140594045639431,-0.3805480461035027,0.6409607222946079,0.3743801652892562,33,"{""2021"": -0.07314890973207622, ""2022"": 0.0, ""2023"": 0.05306483161742048, ""2024"": 0.07123410433516608, ""2025"": 0.3903562193817607, ""2026"": 0.3517963603749601}"
broad,m36_mid_month_top2_no_gate_base_equal,3月50%+6月50%｜月中 Top2｜无闸门｜纯动量｜equal,m36,mid_month,2,no_gate,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.21338968278248882,0.0395132043907096,-0.47488804496923187,0.286553350537253,0.9988939690395459,142,"{""2021"": -0.15170666899345042, ""2022"": -0.26115991531938, ""2023"": -0.010235124990906286, ""2024"": 0.1844343523326213, ""2025"": 0.15663435124772884, ""2026"": 0.42513126610076357}"
broad,m36_mid_month_top2_majority_below_ma100_base_equal,3月50%+6月50%｜月中 Top2｜2/3指数低于MA100空仓｜纯动量｜equal,m36,mid_month,2,majority_below_ma100,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.12319794712200749,0.023550443157123624,-0.41064957761815923,0.2197129245528992,0.3504132231404959,90,"{""2021"": -0.06737256137766501, ""2022"": -0.03811142758594821, ""2023"": -0.03150013307891719, ""2024"": -0.02769446072547166, ""2025"": -0.09943750907315918, ""2026"": 0.48510913530131106}"
broad,m36_mid_month_top2_majority_below_ma120_base_equal,3月50%+6月50%｜月中 Top2｜2/3指数低于MA120空仓｜纯动量｜equal,m36,mid_month,2,majority_below_ma120,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.3479034792717355,0.06164175041242537,-0.2852719071585592,0.3893797895679865,0.35619834710743803,91,"{""2021"": -0.08816395065311522, ""2022"": 0.015645387565114355, ""2023"": -0.005285111406707843, ""2024"": 0.001245321154185186, ""2025"": 0.03013157573960501, ""2026"": 0.42698471197069}"
broad,m36_mid_month_top2_majority_below_ma150_base_equal,3月50%+6月50%｜月中 Top2｜2/3指数低于MA150空仓｜纯动量｜equal,m36,mid_month,2,majority_below_ma150,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.07474902850427001,0.01454794362378653,-0.3801336316159075,0.1812076229540934,0.3396694214876033,82,"{""2021"": -0.11119363460468668, ""2022"": 0.02656224815767061, ""2023"": 0.023104988693348982, ""2024"": 0.029372137615169436, ""2025"": -0.10659182812735779, ""2026"": 0.25928284233309884}"
broad,m36_mid_month_top2_majority_below_ma200_base_equal,3月50%+6月50%｜月中 Top2｜2/3指数低于MA200空仓｜纯动量｜equal,m36,mid_month,2,majority_below_ma200,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.22779435358609001,0.04197405339768756,-0.3756645001419019,0.30087677293966997,0.37434249147710963,79,"{""2021"": -0.05849615835374489, ""2022"": 0.0, ""2023"": 0.02801325104731056, ""2024"": 0.014908470837927235, ""2025"": -0.004488536516080721, ""2026"": 0.2629404752813671}"
broad,m36_mid_month_top3_no_gate_base_equal,3月50%+6月50%｜月中 Top3｜无闸门｜纯动量｜equal,m36,mid_month,3,no_gate,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.7904825283603047,0.1237875470850196,-0.4441590660069843,0.5502042189071138,0.9989145880823569,194,"{""2021"": -0.10551248620507025, ""2022"": -0.2877094369521801, ""2023"": 0.22995885860358456, ""2024"": 0.15797601698521802, ""2025"": 0.3110603919728774, ""2026"": 0.507933944107251}"
broad,m36_mid_month_top3_majority_below_ma100_base_equal,3月50%+6月50%｜月中 Top3｜2/3指数低于MA100空仓｜纯动量｜equal,m36,mid_month,3,majority_below_ma100,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.3907865090771905,0.06832446527070224,-0.35999973102843685,0.43064758771430817,0.3501806832550218,132,"{""2021"": -0.05938735523066574, ""2022"": -0.06576187594789196, ""2023"": -0.012832547558173313, ""2024"": 0.004843546360381534, ""2025"": 0.03994644664394187, ""2026"": 0.546614690629978}"
broad,m36_mid_month_top3_majority_below_ma120_base_equal,3月50%+6月50%｜月中 Top3｜2/3指数低于MA120空仓｜纯动量｜equal,m36,mid_month,3,majority_below_ma120,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.7377029458508451,0.11707072897656379,-0.19923466780122823,0.6404101976400743,0.3558627035378019,130,"{""2021"": -0.0436809312137767, ""2022"": -0.008131327674570255, ""2023"": 0.004445788549348517, ""2024"": 0.0423717025586452, ""2025"": 0.19174554218759132, ""2026"": 0.48004938967329425}"
broad,m36_mid_month_top3_majority_below_ma150_base_equal,3月50%+6月50%｜月中 Top3｜2/3指数低于MA150空仓｜纯动量｜equal,m36,mid_month,3,majority_below_ma150,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.3596487583151271,0.06348879883034142,-0.29279900989826413,0.39742583299195905,0.3392805244992144,117,"{""2021"": -0.0673711974422857, ""2022"": 0.012228228499817195, ""2023"": -0.035451577742970475, ""2024"": 0.06349016697699117, ""2025"": 0.05249764630817966, ""2026"": 0.3447796432513923}"
broad,m36_mid_month_top3_majority_below_ma200_base_equal,3月50%+6月50%｜月中 Top3｜2/3指数低于MA200空仓｜纯动量｜equal,m36,mid_month,3,majority_below_ma200,base,equal,1.0,2021-07-10,2021-07-13,2026-07-10,0.5329951110275395,0.08936723665373969,-0.29892940471915197,0.5130681550311119,0.37394880874296627,113,"{""2021"": -0.023467550103993484, ""2022"": 0.0, ""2023"": -0.0070170069270194535, ""2024"": 0.05263524904806682, ""2025"": 0.11844270710449756, ""2026"": 0.3536641906385889}"
