id,label,start,end,start_equity,end_equity,total_return,cagr,volatility,sharpe,max_drawdown,max_dd_start,max_dd_end,avg_exposure,trading_days,yearly,trade_count,latest_positions
rs612_top2_month_start_3,RS612 Top2｜月初第3日,2021-07-12,2026-07-09,1024111.7941717443,2295596.638294056,1.2415488732366682,0.17553247740246358,0.3286693621285784,0.6762041775775408,-0.4120168959572864,2021-09-15,2023-10-26,0.9695753167857593,1210,"{""2021"": -0.07279773156641967, ""2022"": -0.20091543629788655, ""2023"": 0.007306502218200617, ""2024"": 0.06358319527487843, ""2025"": 0.5754565743206894, ""2026"": 0.8479873232088715}",102,半导体设备(159516);科创芯片(588200)
core_satellite_50_50_month_start,核心卫星50/50｜无闸门/月初,2021-07-12,2026-07-09,1013331.6776751125,1332946.598927929,0.31540997710257046,0.056463940452437855,0.2041304543435511,0.38212229607235354,-0.3956214056708448,2021-08-04,2023-02-17,0.8674396534226206,1210,"{""2021"": -0.14348467786034702, ""2022"": -0.2531121488727147, ""2023"": 0.025209157615258215, ""2024"": 0.2336320365983653, ""2025"": 0.3125991879204597, ""2026"": 0.23680841982693757}",178,半导体设备(159516);纳指(513100);科创芯片(588200)
